Thread ID,Solution
0,1431666687
0,281473545043968
0,1431699455
0,281473545011200
0,1431732220
0,281473544978435
0,1431764988
0,281473544945667
0,1432256496
0,281473544454159
0,1432289264
0,281473544421391
0,1434353600
0,281473542357055
0,1434386368
0,281473542324287
0,1442742016
0,281473533968639
0,1442774784
0,281473533935871
0,1476295680
0,281473500414975
0,1476328448
0,281473500382207
0,1610510336
0,281473366200319
0,1610543104
0,281473366167551
0,1789542398
0,281473187168257
0,1789542399
0,281473187168256
0,1789804536
0,281473186906119
0,1790853088
0,281473185857567
0,1795047296
0,281473181663359
0,1811824128
0,281473164886527
0,1878931456
0,281473097779199
0,1968513023
0,281473008197632
0,1968578556
0,281473008132099
0,1969102832
0,281473007607823
0,1971199936
0,281473005510719
0,1979588352
0,281472997122303
0,2013142016
0,281472963568639
0,2057965566
0,281472918745089
0,2057965567
0,281472918745088
0,2058227704
0,281472918482951
0,2059276256
0,281472917434399
0,2063470464
0,281472913240191
0,2080247296
0,281472896463359
0,2102724607
0,281472873986048
0,2102790140
0,281472873920515
0,2103314416
0,281472873396239
0,2105411520
0,281472871299135
0,2113799936
0,281472862910719
0,2125071358
0,281472851639297
0,2125071359
0,281472851639296
0,2125333496
0,281472851377159
2,8523320524800
2,272951656185855
0,2126382048
0,281472850328607
0,2130576256
0,281472846134399
0,2136277503
0,281472840433152
0,2136343036
0,281472840367619
0,2136867312
0,281472839843343
0,2138964416
0,281472837746239
0,2141847806
0,281472834862849
0,2141847807
0,281472834862848
0,2142109944
0,281472834600711
0,2143158496
0,281472833552159
0,2144665727
0,281472832044928
0,2144731260
0,281472831979395
0,2145255536
0,281472831455119
0,2146041918
0,281472830668737
0,2146041919
0,281472830668736
0,2146304056
0,281472830406599
0,2146762783
0,281472829947872
0,2146828316
0,281472829882339
0,2147090446
0,281472829620209
0,2147090447
0,281472829620208
0,2147287047
0,281472829423608
0,2147352576
0,281472829358079
0,2147352578
0,281472829358077
0,2147352579
0,281472829358076
0,2147352580
0,281472829358075
0,2147352584
0,281472829358071
0,2147352592
0,281472829358063
0,2147352608
0,281472829358047
0,2147352640
0,281472829358015
0,2147352704
0,281472829357951
0,2147352832
0,281472829357823
0,2147353088
0,281472829357567
0,2147353600
0,281472829357055
0,2147354624
0,281472829356031
0,2147356672
0,281472829353983
0,2147360768
0,281472829349887
0,2147368960
0,281472829341695
0,2147401728
0,281472829308927
0,2147418112
0,281472829292543
0,2147418113
0,281472829292542
0,2863333374
0,281472113377281
0,2863333375
0,281472113377280
0,2863595512
0,281472113115143
0,2864644064
0,281472112066591
0,2868838272
0,281472107872383
0,2885615104
0,281472091095551
0,2952722432
0,281472023988223
0,3221151744
0,281471755558911
3,35181150961663
3,246293825748992
3,35181150994431
3,246293825716224
1,964215832576
1,280510760878079
3,35181956237311
3,246293020473344
3,35182023344639
3,246292953366016
3,35182040121471
3,246292936589184
3,35182044315679
3,246292932394976
3,35182045364231
3,246292931346424
3,35182045626368
3,246292931084287
3,35182045626369
3,246292931084286
0,4294836224
0,281470681874431
0,4294868992
0,281470681841663
0,5726633983
0,281469250076672
0,5726666751
0,281469250043904
0,6263480319
0,281468713230336
0,6397691903
0,281468579018752
0,6431244799
0,281468545465856
0,6439633023
0,281468537077632
0,6441730079
0,281468534980576
0,6442254343
0,281468534456312
0,6442385408
0,281468534325247
0,6442385409
0,281468534325246
3,35186519441408
3,246288457269247
2,8729476857856
2,272745499852799
1,1067293999104
1,280407682711551
0,10737287168
0,281464239423487
3,61574530072576
3,219900446638079
2,8781015941120
2,272693960769535
0,14674378751
0,281460302331904
0,14942801919
0,281460033908736
0,15009907711
0,281459966802944
0,15026684159
0,281459950026496
0,15030878271
0,281459945832384
0,15031926799
0,281459944783856
0,15032254464
0,281459944456191
0,15748169727
0,281459228540928
1,1093063540736
1,280381913169919
3,68171532730368
3,213303443980287
0,19327221760
0,281455649488895
2,8793140330495
2,272681836380160
2,8793140363263
2,272681836347392
1,1096995127295
1,280377981583360
2,8793677176831
2,272681299533824
1,1097263550463
1,280377713160192
2,8793878495743
2,272681098214912
2,8793895272575
2,272681081438080
2,8793899466783
2,272681077243872
2,8793900515335
2,272681076195320
2,8793900777472
2,272681075933183
2,8793900777473
2,272681075933182
1,1097330656255
1,280377646054400
1,1097355821119
1,280377620889536
1,1097357918223
1,280377618792432
1,1097358442499
1,280377618268156
1,1097358508032
1,280377618202623
1,1098068918271
1,280376907792384
3,69820783394816
3,211654193315839
0,31496175615
0,281443480535040
0,31496208383
0,281443480502272
1,1101658980352
1,280373317730303
0,32033021951
0,281442943688704
2,8798240374784
2,272676736335871
0,32167233535
0,281442809477120
0,32200786431
0,281442775924224
0,32209174655
0,281442767536000
0,32211271711
0,281442765438944
0,32212058112
0,281442764652543
0,32212058113
0,281442764652542
3,70233096060928
3,211241880649727
0,36507090944
0,281438469619711
3,70336174227456
3,211138802483199
1,1926284312576
1,279548692398079
2,15395243032576
2,266079733678079
0,62276632576
0,281412700078079
3,70361943769088
3,211113032941567
2,17044493697024
2,264430483013631
1,2132440645632
1,279342536065023
0,66213462015
0,281408763248640
3,70366059892735
3,211108916817920
0,66481885183
0,281408494825472
3,70366194107391
3,211108782603264
0,66548990975
0,281408427719680
0,66565767423
0,281408410943232
0,66569961535
0,281408406749120
0,66571534339
0,281408405176316
0,66571599872
0,281408405110783
0,67287252991
0,281407689457664
3,70366227661055
3,211108749049600
3,70366236049471
3,211108740661184
3,70366238146575
3,211108738564080
3,70366238670851
3,211108738039804
3,70366238736384
3,211108737974271
3,70366596825087
3,211108379885568
0,70866829312
0,281404109881343
2,17456806363136
2,264018170347519
1,2183979728896
1,279290996981759
3,70370891530240
3,211104085180415
0,122405912576
0,281352570798079
2,17559884529664
2,263915092180991
1,2196137672703
1,279278839037952
1,2196137705471
1,279278839005184
1,2196674519039
1,279278302191616
1,2196808730623
1,279278167980032
1,2196859060351
1,279278117650304
1,2196863254559
1,279278113456096
1,2196864303111
1,279278112407544
1,2196864565248
1,279278112145407
1,2196864565249
1,279278112145406
3,123146912792576
3,158328063918079
0,134574342143
0,281340402368512
0,134574374911
0,281340402335744
1,2201170608128
1,279273806102527
0,135111188479
0,281339865522176
0,135245400063
0,281339731310592
2,17585654071296
2,263889322639359
0,135278952959
0,281339697757696
0,135287341183
0,281339689369472
0,135290486791
0,281339686223864
0,135290748928
0,281339685961727
0,135290748929
0,281339685961726
3,136340918108160
3,145134058602495
2,17589501771775
2,263885474938880
2,17589904409599
2,263885072301056
2,17589937963263
2,263885038747392
2,17589946351679
2,263885030358976
2,17589948448783
2,263885028261872
2,17589948973059
2,263885027737596
2,17589949038592
2,263885027672063
0,139586306048
0,281335390404607
2,17590575562751
2,263884401147904
1,3850421272576
1,277624555438079
3,139639419437056
3,141835557273599
2,17594333396992
2,263880643313663
0,242664472576
0,281232312238079
3,140464044769280
3,141010931941375
1,4262733938688
1,277212242771967
2,30788338712576
2,250686637998079
0,268434014208
0,281206542696447
3,140670201102336
3,140804775608319
1,4365812105216
1,277109164605439
0,272369795071
0,281202606915584
0,272638218239
0,281202338492416
0,272705324031
0,281202271386624
0,272722100479
0,281202254610176
0,272728391695
0,281202248318960
0,272728915971
0,281202247794684
0,272728981504
0,281202247729151
0,273443586047
0,281201533124608
2,34086840041472
2,247388136669183
3,140721740185600
3,140753236525055
0,277025259520
0,281197951451135
1,4391581646848
1,277083395063807
2,34911465373696
2,246563511336959
1,4395496456191
1,277079480254464
1,4395764879359
1,277079211831296
1,4395865538815
1,277079111171840
3,140733193486335
3,140741783224320
3,140733193519103
3,140741783191552
1,4395873927231
1,277079102783424
1,4395876024335
1,277079100686320
1,4395876548611
1,277079100162044
1,4395876614144
1,277079100096511
1,4396570247167
1,277078406463488
0,483181592576
0,280991795118079
3,140734267203583
3,140740709507072
3,140734535632895
3,140740441077760
3,140734602740223
3,140740373970432
3,140734619517055
3,140740357193600
3,140734623711263
3,140740352999392
3,140734624759815
3,140740351950840
3,140734625021952
3,140740351688703
3,140734625021953
3,140740351688702
2,35117621706752
2,246357355003903
1,4400193863680
1,277074782846975
0,534720675840
0,280940256034815
2,35169160790016
2,246305815920639
1,7698695192576
1,273776281518079
0,546887008255
0,280928089702400
0,546887041023
0,280928089669632
0,547423854591
0,280927552856064
0,547558066175
0,280927418644480
0,547591619071
0,280927385091584
0,547604201503
0,280927372509152
0,547605250055
0,280927371460600
0,547605512192
0,280927371198463
0,547605512193
0,280927371198462
0,551903166464
0,280923073544191
N = 3, M = 16
Found 554 solutions in 4.904976 seconds
Total count: 52720165
